YORF,05_min,10_min,15_min,20_min,20-bis_min,40_min,60_min,80_min
YCR033W,0.8605,0.5795,0.3205,0.521,0.0645,0.8625,-0.3705,0.0486
YML105C,2.553,5.5405,2.3194,5.567,4.17,3.0,-0.2315,1.874
YER147C,-0.551,-0.281,-0.366,-0.471,-0.57,-2.138,-0.192,-0.016
YGR156W,-0.009,-0.1385,-0.0445,0.046,-0.277,-0.1145,0.2115,0.16
YNR038W,-1.372,-2.336,-2.862,-1.917,-2.204,-1.159,-0.633,-0.688
YCR079W,0.971,1.525,1.634,1.27,1.109,0.45,0.768,0.42
YGR296W,0.701,0.3277,0.9967,2.919,0.524,0.411,-0.5,-0.441
YPL196W,0.993,1.969,1.642,2.181,1.807,0.227,0.328,0.462
YOR146W,-1.708,-2.407,-3.231,-2.16,-2.681,-1.165,-0.394,-0.558
YEL040W,-0.81,-1.197,-0.999,-0.892,-0.951,-0.645,-0.868,-1.083
YER057C,0.02,0.734,0.307,-0.301,-0.764,-0.252,-0.664,-1.109
YIL170W,0.944,0.3585,0.5555,0.819,0.2655,0.224,0.3825,-0.0255
YNL123W,-0.471,-1.683,-0.915,-0.659,-0.788,-0.095,-0.163,-0.233
YAL042W,-0.164,-0.208,-0.092,-0.257,-0.43,-0.209,-0.118,-0.311
YBR229C,0.24,-0.33,0.355,0.184,-0.013,0.073,-0.35,-0.326
YBR094W,-0.141,-0.126,-0.102,-0.085,-0.104,-0.272,-0.178,-0.067
YPL033C,0.819,1.042,1.324,0.7699,0.687,3.522,-0.459,-0.202
YNR013C,0.094,-0.318,0.198,-0.201,-0.032,0.223,-0.102,-0.19
YKR052C,1.365,1.976,1.384,1.03,0.606,-0.017,-0.179,-0.136
YIL011W,0.3245,-0.089,-0.6395,0.128,-0.935,-0.991,-0.833,-1.4625
YFL012W,-0.547,0.36,-0.252,1.565,-0.278,0.372,0.0,-1.555
YNL187W,0.246,0.405,0.348,0.302,0.188,-2.71,0.325,0.5
YCR025C,0.97,0.476,0.34,0.425,0.111,-0.39,0.193,0.197
YKR097W,-0.102,0.049,0.121,-0.11,0.327,0.186,0.258,-0.393
YPR025C,0.201,-0.099,0.095,0.864,0.215,-0.261,0.262,-0.027
YDR017C,1.3063,0.9613,-0.1623,1.2923,-0.0667,1.3887,0.582,0.0667
YAL031C,0.592,0.202,0.374,0.151,0.557,-0.007,-0.3,0.228
YJR061W,0.528,0.9775,0.881,1.03,0.72,0.168,0.394,0.3075
YKL009W,-1.549,-3.0175,-1.833,-3.1635,-3.58,-2.2705,-1.053,-0.6675
YDR240C,1.3805,1.121,0.4724,2.15,0.873,1.3275,0.6043,0.2925
YBL079W,1.4995,1.154,1.373,1.0585,0.901,2.1095,1.06,0.1345
YPR204W,-0.298,0.238,0.178,0.408,-0.014,0.748,0.14,-0.151
YJR160C,0.947,0.456,0.1393,1.384,0.1307,-0.5577,0.193,-0.8773
YML036W,0.503,1.944,-0.662,-0.16,-0.721,-0.081,-0.648,-0.585
YDL173W,0.159,0.512,0.203,0.198,0.248,-0.189,0.122,0.08
YGL097W,-0.236,-0.17,-0.698,-0.843,-0.924,-0.316,0.038,-0.182
YBR302C,0.424,1.286,1.248,0.619,0.313,0.696,-0.056,-0.454
YAR020C,1.421,0.015,-0.025,0.73,0.054,-0.204,-0.077,-0.711
YOR338W,1.1005,1.3475,0.461,1.191,0.2045,0.2551,0.738,0.3477
YDL157C,-0.195,-0.253,-0.863,-1.035,-0.98,-0.686,0.283,0.296
YML108W,-0.255,-0.551,-1.694,-1.082,-1.195,-0.61,0.097,0.268
YGL170C,-0.96,-0.854,-1.432,1.181,-2.347,-2.518,-0.781,-0.8
YBR084W,-0.862,-1.885,-2.64,-2.965,-3.129,-1.216,-0.573,-0.531
YBL096C,0.202,0.929,0.464,0.11,-0.049,-0.177,0.18,0.385
YDL051W,-0.202,-0.847,-2.35,-2.652,-2.784,-2.026,-0.534,-0.249
YHR202W,0.5535,0.892,1.659,1.8685,1.2705,0.8225,0.274,0.0755
YJL216C,0.723,0.111,0.6805,0.396,0.5745,-0.0845,0.2045,-0.078
YDR251W,0.292,0.276,1.211,1.1722,0.628,-0.078,-0.23,-0.387
YDR323C,-0.025,-0.198,0.224,-0.023,-0.176,0.563,0.053,0.146
YLR350W,1.041,2.038,1.552,0.88,1.027,0.349,0.217,0.208
YOL149W,-0.276,-0.438,-1.378,-0.587,-0.988,-0.556,-0.175,0.307
YJL038C,0.231,-0.1625,-0.0385,-0.587,-0.3565,0.42,0.106,0.1625
YOL164W,-0.227,-0.795,-0.163,-0.502,-0.386,-0.057,0.008,-0.538
YBL069W,-0.781,-1.579,-0.677,0.122,-0.547,-0.069,0.192,0.09
YAL001C,1.1515,1.5902,1.4695,2.3135,1.277,1.554,1.3895,1.0687
YCR106W,-0.718,-1.757,-0.865,-1.056,-0.825,-0.491,-0.281,-0.709
YJL063C,-0.1765,0.6145,0.475,0.3491,0.1665,-0.195,-0.035,-0.438
YCR024C,0.251,0.774,1.139,0.803,0.492,0.174,0.066,-0.159
YLR269C,0.303,0.823,0.834,1.948,0.449,-0.282,-0.013,0.035
YFL024C,0.3285,0.7,-0.0905,0.4435,-0.2085,-0.151,-0.416,0.2075
YKL220C,-0.074,0.382,0.239,0.125,0.152,0.129,-0.102,0.295
YDL036C,1.712,0.672,1.151,0.784,-0.453,-0.078,0.144,-0.628
YKL021C,-1.141,-2.355,-2.41,-1.9315,-1.988,-1.7875,-0.865,-0.7205
YLR070C,0.353,1.58,1.796,1.6693,1.394,0.501,-0.344,-3.404
YLL014W,-0.357,0.86,-0.354,-0.381,-1.005,-0.051,-0.276,-0.245
YBL050W,0.222,0.81,0.729,0.818,0.596,-0.005,-0.183,0.331
YBR241C,0.829,1.651,3.084,-0.554,2.719,2.835,1.473,0.975
YPL012W,1.895,1.2775,0.7008,1.8185,2.33,2.4634,1.1144,1.2629
YCR071C,-0.5,0.38,0.376,0.169,-0.372,0.52,0.265,-0.022
YMR189W,1.347,1.309,1.526,2.3225,1.021,1.834,1.326,1.332
YOL045W,-0.029,-0.855,-0.163,-0.206,-0.196,-0.17,0.222,0.244
YDL177C,-0.19,-0.0235,-0.7115,-0.0745,-0.303,-0.766,-0.0865,0.178
YDR376W,-0.139,0.04,0.469,0.447,0.168,-0.184,-0.003,0.083
YMR206W,2.124,3.118,3.517,2.774,1.91,0.923,-0.072,-0.438
YBR294W,0.02,0.511,0.177,0.366,-0.401,0.556,0.136,0.15
YDR044W,0.333,-0.258,-0.674,0.758,-0.971,-0.487,-0.275,-0.516
YKL191W,-0.911,-2.053,-2.458,-2.453,-2.92,-0.729,-0.441,-0.471
YDR333C,0.135,-0.273,0.151,0.701,-0.166,-0.653,-0.269,-0.381
YLR360W,0.05,0.891,0.719,0.8669,0.402,0.652,0.443,0.489
YDR425W,0.809,1.008,1.465,1.244,1.118,1.082,0.513,0.557
YMR158W-B,1.27,1.222,-1.305,1.164,0.438,-0.183,0.47,0.5
YAL058W,1.6605,2.1275,0.899,2.012,0.8932,1.1336,0.1766,-0.247
YNL155W,0.169,1.131,0.874,1.279,1.406,0.349,0.652,0.614
YBR074W,0.032,0.225,0.363,-0.083,-0.329,0.371,0.073,0.195
YCL011C,0.094,-0.282,-0.257,-0.227,-0.321,-0.25,-0.262,-0.328
YLR437C,0.408,0.636,0.405,0.342,0.208,-0.517,-0.042,-0.06
YJR033C,0.5065,-0.192,1.033,-0.4885,1.243,0.685,0.524,0.041
YGL252C,0.123,-0.492,0.534,1.76,0.462,0.043,-0.058,-0.229
YIL001W,0.712,0.0555,0.2325,0.3715,-0.9765,-0.4015,0.1715,-0.894
YNR076W,0.254,0.112,-0.075,0.147,-0.005,-0.096,0.276,-0.726
YGR146C,1.721,2.1845,1.718,1.5015,1.261,1.545,1.1975,1.171
YOR253W,-0.249,0.039,-0.82,-0.951,-1.225,-0.528,-0.528,-0.232
YBR142W,-1.043,-2.785,-3.45,-0.764,-2.326,-1.313,-0.689,-0.34
YEL076C,-0.501,-1.557,-0.735,-0.758,-0.403,0.167,-0.185,-0.404
YBR107C,-0.446,0.299,-0.126,0.177,-1.073,-0.152,-0.349,-0.703
YPR045C,0.472,0.533,0.903,0.883,0.988,0.364,0.769,0.741
YGR124W,0.102,0.02,-0.1705,-0.6965,-0.956,-0.336,-0.393,-0.779
YBR039W,0.173,0.935,0.768,0.731,0.532,0.484,0.248,0.084
YDR478W,-0.713,-0.036,-0.703,-0.463,-0.196,-0.138,0.196,0.215
YDL028C,0.286,-0.166,-0.642,0.262,0.02,0.904,0.468,0.63
YMR131C,-0.798,-3.068,-4.819,-4.67,-4.183,-2.431,-1.0,-0.71
YMR240C,0.134,0.194,-0.228,0.264,-0.55,0.534,0.226,-0.0264
YGL132W,0.023,0.552,0.814,0.749,0.653,0.667,0.254,-0.248
YPR041W,-0.4505,-1.4665,-1.263,-1.2485,-1.1095,-1.017,-0.55,-0.7555
YNL184C,-0.024,0.476,0.425,0.314,0.122,0.427,-0.493,-0.385
YOL160W,0.334,0.948,-1.334,-0.183,-0.665,-0.8326,-0.342,-0.585
YOR047C,0.178,-0.667,-0.859,-0.858,-0.876,-0.532,-0.272,-0.228
YGR029W,0.371,0.355,0.073,0.355,0.106,-0.487,0.363,0.135
YJL004C,-0.109,0.592,0.3063,-0.0415,-0.492,0.224,-0.11,-0.207
YGR188C,-0.01,-0.3995,-0.844,1.15,-1.0925,-1.6735,0.438,0.1135
YDR491C,-1.739,-1.528,-2.673,-2.282,-3.498,-1.464,-0.722,-0.916
YOR179C,0.405,0.62,-0.02,-0.161,0.095,-0.04,0.075,0.633
YKL016C,0.4225,1.2825,0.746,0.766,0.306,1.0145,0.1115,0.3635
YJL058C,-0.121,0.1275,0.0635,0.2855,-0.0825,-0.557,-0.004,-0.159
YJR157W,0.379,0.2215,2.0655,-1.2725,-0.595,-0.0555,-0.498,-0.2855
YIL058W,0.006,0.4885,-0.7675,0.164,-1.0505,-0.5455,-0.5715,0.0925
YDR402C,0.781,-0.681,0.403,-0.333,-0.277,0.043,-0.021,-0.848
YJL121C,-0.0875,0.072,-0.3285,-1.258,-1.0475,-0.7705,-0.3205,-0.275
YML015C,0.094,-0.099,-0.635,-0.323,-0.196,-0.074,0.26,0.253
YLR176C,1.446,1.199,1.739,1.4757,1.607,0.542,0.623,0.624
YDR336W,0.495,-0.214,-0.329,2.912,-0.045,-0.473,-0.105,-0.077
YIL082W-A,-0.211,-0.479,-0.083,-0.118,-0.008,-0.058,0.346,0.516
YIL123W,0.0225,-0.171,-0.721,-1.0775,-1.1115,-0.184,0.3365,0.0375
YOR097C,0.275,1.331,1.075,1.069,0.935,0.415,0.161,0.452
YLR305C,1.2745,0.1545,0.1663,1.1425,0.361,0.277,-0.1035,-0.1048
YLR394W,0.363,1.022,0.762,0.565,0.756,0.286,0.106,0.209
YMR273C,0.823,0.915,0.596,0.794,-0.133,-0.05,-0.14,-0.074
YGL022W,-0.225,-0.668,-0.017,-0.156,-0.22,-0.081,0.12,-0.134
YDR384C,0.132,-0.116,-0.317,-0.658,-0.464,-0.146,-0.473,-0.739
YOR260W,-0.667,-1.333,-1.101,-1.014,-1.113,-0.836,-0.207,-0.065
YOR059C,0.036,1.327,0.974,0.695,0.354,0.748,0.499,0.302
YER123W,0.257,-0.476,-0.141,-0.117,-0.27,-0.682,-0.017,0.058
YLR222C,-2.529,-4.592,-6.055,-4.536,-4.292,-1.314,-0.763,-0.731
YJL164C,0.965,2.1985,3.007,-0.121,2.5085,1.8445,1.08,0.6415
YHR053C,0.3385,0.561,-0.519,-0.3255,-0.62,-0.144,1.066,0.8875
YMR231W,-0.143,-1.495,0.216,0.259,0.402,0.038,0.374,0.479
YNL053W,-1.269,-0.845,-0.721,-0.399,-0.718,-0.157,-1.494,-0.143
YLL066C,-0.019,0.166,0.295,0.098,-0.029,0.443,0.153,0.097
YDR483W,-0.164,-0.097,0.07,-0.362,-0.397,0.021,-0.521,-0.447
YCL041C,0.023,0.91,1.258,0.8004,0.487,0.856,0.1,-0.004
YER189W,-0.52,-2.018,-0.991,-1.194,-0.506,0.177,-0.073,-0.29
YER089C,0.0385,-0.3565,-0.0425,0.7225,-0.025,0.0175,-0.115,-0.5015
YCR061W,1.31,2.127,2.616,2.164,2.372,1.349,1.59,1.303
YGL123W,-0.088,-0.634,-1.71,-2.094,-2.557,-1.674,-1.085,-0.969
YLR291C,-0.325,-1.057,-0.875,-0.909,-0.932,-0.856,-0.472,-0.521
YBR183W,1.629,2.18,2.642,2.195,2.332,1.253,-0.041,-0.347
YLR027C,0.253,0.589,0.695,0.657,0.521,0.823,-0.181,-0.195
YNL017C,0.672,0.366,-0.372,-0.967,-0.49,0.086,-0.252,-1.839
YCR073C,-0.725,-0.614,-1.015,-1.285,-1.826,-0.441,-0.35,-0.662
YLR049C,-0.216,0.319,0.37,0.1694,-0.181,-0.43,-0.213,-0.568
YNL217W,-0.094,-0.873,-1.493,-1.45,-1.38,-1.445,-0.277,-0.314
YDR085C,0.959,2.48,3.068,2.992,2.335,1.806,0.632,0.834
YML031W,-0.917,-0.46,-0.362,-0.95,-1.066,-0.212,-0.418,-0.411
YJL077C,-0.3405,0.269,-0.032,-0.0495,-0.459,0.5805,-0.4585,-0.8895
YML081W,-0.385,-2.147,-1.278,-0.3779,-0.828,-0.511,-0.083,0.022
YKL124W,0.839,0.868,1.258,1.171,1.206,0.654,0.38,0.271
YJL116C,0.7945,0.611,0.98,0.594,0.734,1.908,0.875,0.695
YPL112C,0.483,0.215,-0.495,6.788,0.287,0.16,0.299,0.041
YAR071W,-0.279,-1.072,-1.776,-2.048,-2.155,-0.757,-0.3,-0.092
YGR262C,-0.7195,-0.2025,-0.762,-0.8365,-1.1855,-0.575,-0.483,-0.4605
YPR137W,-1.699,-2.23,-2.433,-2.948,-1.82,-1.287,-0.352,-0.08
YMR169C,1.8365,3.194,2.717,3.7265,2.1645,2.0854,0.2325,-0.3165
YBR215W,0.144,-0.605,-0.12,0.134,0.275,0.125,0.339,0.499
YOR006C,-0.63,-1.294,-1.387,-1.114,-0.711,-0.948,-0.021,0.212
YDR345C,1.058,1.694,1.286,1.1811,0.737,0.136,-0.772,-0.738
YLR030W,0.308,0.802,0.387,0.409,0.431,0.142,0.739,0.779
YPL250C,4.156,3.84,1.912,1.631,1.399,0.807,1.343,0.948
YKL154W,-0.894,-1.219,-0.868,0.394,-0.639,-0.567,-0.317,-0.64
YHR117W,-0.354,-1.0155,-0.198,2.463,0.155,-0.293,0.4595,0.3085
YGL006W,1.196,1.312,1.4845,1.354,1.0935,0.334,0.156,0.029
YIL020C,-0.284,-0.42,0.6185,-1.067,-1.0985,-0.7935,-0.393,-0.344
YDL163W,-0.22,-1.146,-0.563,-1.196,-1.198,-0.039,-0.281,-0.609
YDR228C,-0.184,-0.413,0.017,0.227,0.404,0.049,0.149,0.408
YFL049W,0.245,0.295,0.289,0.384,0.184,0.757,0.378,0.641
YCR097W,0.44,0.965,0.223,0.436,0.169,0.044,0.263,0.324
YDR014W,-0.032,0.311,-0.229,-0.013,-0.233,-2.755,-0.134,-0.147
YAL003W,0.352,0.383,-0.048,-0.194,-0.273,-0.589,-0.112,-0.423
YGL127C,0.09,1.223,0.479,0.178,-0.469,0.2,0.09,-0.348
YGR041W,-0.892,-1.219,-0.41,-0.481,-0.227,-0.2,0.114,-0.365
YJL154C,0.3555,-0.1955,0.491,1.249,0.866,0.366,0.261,0.5025
YIR034C,0.5935,1.328,4.313,0.9635,0.757,1.1275,0.979,0.5125
YKL109W,3.289,2.832,3.026,2.525,2.615,1.098,0.518,0.585
YLR177W,2.6625,2.8735,3.3095,1.4025,2.643,1.001,0.8655,0.78
YDR299W,-1.366,-2.03,-4.2767,-3.162,-5.126,-1.553,-0.167,-0.066
YLR353W,-0.263,-0.567,-0.549,-0.451,-0.293,-0.62,-0.437,-0.244
YDR475C,1.205,0.567,1.661,1.337,1.399,1.069,0.499,0.538
YPL280W,0.392,1.38,0.535,1.0,0.466,0.3,0.048,-1.0
YGL143C,-0.595,-0.131,0.48,0.585,0.274,0.737,0.019,-0.538
YMR004W,0.46,0.962,0.916,1.02,0.528,0.527,0.226,0.38
YPR188C,0.254,0.925,0.321,0.592,0.336,0.165,0.626,0.733
YPL204W,-0.154,-0.145,0.079,4.954,0.911,0.146,0.129,-0.127
YDR252W,0.219,-0.157,0.114,-2.222,-0.253,-0.263,-0.42,-1.068
YNR014W,3.68,4.114,4.132,3.469,3.411,0.818,0.399,0.441
YKR010C,-0.1405,-0.5805,-0.624,-0.7065,-0.4725,-0.4535,0.0285,0.2625
YPR138C,-0.255,0.483,0.526,0.101,-0.137,0.347,0.348,0.64
YDL203C,-0.4,-0.3035,0.063,0.165,-0.296,-0.1465,-0.313,-0.358
YNL122C,0.308,0.938,0.603,1.146,0.482,0.155,0.428,0.403
YNR029C,0.407,0.942,-0.484,-0.063,0.144,-0.303,0.135,-0.096
YGL231C,0.123,0.177,-0.633,-0.278,-0.316,-0.498,-0.199,0.315
YLR272C,3.426,3.4868,2.585,1.557,2.6832,2.9879,0.0,2.644
YML059C,0.93,-0.1065,1.602,1.0544,0.408,0.84,0.6595,-0.685
YJL020C,0.7925,1.7565,2.1165,1.9305,2.038,1.4395,0.793,0.6775
YCR046C,-0.052,0.623,0.751,0.697,0.704,0.455,0.413,0.189
YKL074C,-1.0415,-0.634,-0.968,2.3956,-1.119,-0.015,-0.033,-0.5205
YCR010C,0.085,1.506,1.742,1.98,0.614,-0.061,-0.092,-0.137
YHR183W,1.7453,1.5967,0.1922,1.8457,-0.148,2.0943,-0.0567,0.5176
YBR122C,-0.214,0.472,0.383,0.594,0.646,0.229,0.281,0.424
YNR059W,0.248,0.406,-0.023,0.011,0.314,0.186,-0.236,-0.652
YMR106C,0.209,0.119,-0.163,-0.091,-0.195,-0.044,0.305,0.306
YDR534C,0.556,1.547,1.876,0.074,1.913,1.322,0.818,0.542
YMR139W,1.099,1.536,1.925,2.009,1.824,0.515,0.229,0.047
YNL220W,-0.058,0.269,0.118,-0.298,-0.571,0.72,-0.255,-0.318
YFL018C,0.433,0.629,1.117,1.124,1.106,0.263,0.781,0.603
YPR037C,0.322,0.243,-0.378,0.738,-0.257,-0.597,-0.225,-0.384
YLR161W,0.257,0.29,0.242,0.38,0.188,0.117,-0.189,-0.054
YOR343C,2.09,2.857,0.33,2.284,0.12,0.224,1.113,-0.459
YLR390W,-0.31,0.328,0.168,0.633,0.05,0.502,0.03,-0.087
YKL201C,0.959,1.108,0.901,0.994,0.743,1.228,0.926,0.543
YNL215W,0.721,0.948,0.585,1.134,0.526,0.0,0.318,0.5
YJR018W,-0.208,0.2315,0.253,0.353,-0.3375,0.018,-0.4835,-0.817
YPR202W,-0.722,-1.389,-0.87,-0.732,-1.004,0.523,-0.349,-0.676
YLR384C,0.6165,-0.4575,-0.1289,1.4395,-0.2845,0.669,-0.209,-0.77
YOL001W,-0.279,-0.454,-0.269,0.331,-0.294,-0.333,-0.208,-1.66
YPR034W,-0.294,0.148,-0.353,0.8441,-0.463,-0.463,-0.036,-0.229
YGL074C,-0.163,-0.504,0.171,1.59,0.552,0.0,0.262,0.129
YHR207C,0.292,0.617,0.2255,0.637,-0.1105,0.172,0.4675,0.7015
YCR013C,0.536,0.971,1.438,1.132,1.368,1.237,0.751,0.535
YNL029C,-0.104,-0.075,-0.588,0.24,-0.111,-1.279,0.618,0.321
YDR295C,0.7545,1.423,0.0125,1.4735,-0.946,0.979,-0.4735,0.1421
YML028W,0.576,1.133,0.967,0.966,0.974,0.395,0.195,0.23
YBR042C,-0.329,-0.796,-0.455,0.864,-0.58,-0.212,-0.178,-0.285
YJL181W,-0.172,0.347,-0.366,0.8556,-0.4165,-0.194,-0.223,0.137
YNR011C,0.712,0.316,0.183,0.187,0.061,-0.165,0.433,0.328
YOR345C,-0.009,-0.53,-0.914,0.455,-0.815,0.138,-0.104,-0.109
YLR285W,2.051,3.53,3.5485,4.0,2.5764,3.0241,1.5619,1.222
YDR234W,-0.618,-3.218,-3.847,2.268,-3.7,-1.25,-0.282,-0.538
YJL199C,0.0395,0.8455,1.625,0.214,-0.132,0.0015,-0.054,-0.0465
YMR109W,0.571,0.0845,0.283,2.2305,0.36,0.596,0.2075,-0.3335
YNL021W,-0.176,-0.524,0.055,0.427,0.104,-0.057,-0.003,0.114
YDR168W,0.482,0.727,0.994,1.252,1.154,0.987,0.797,0.817
YGL134W,-0.11,-0.388,0.358,0.512,0.411,0.287,0.318,0.144
YBR068C,0.922,0.439,1.048,0.886,0.946,-0.089,-0.119,-0.168
YLR320W,2.617,4.575,1.8877,3.515,1.585,2.7205,1.0135,1.5682
YMR306C-A,1.529,1.403,-1.48,0.273,0.023,-0.652,-0.01,-1.061
YJL196C,-0.0035,0.518,0.9525,0.2055,0.1675,-0.178,0.029,0.0385
YGL211W,-0.549,-0.925,-1.261,-1.139,-1.287,-0.358,-0.458,-0.148
YPL073C,2.3255,2.3355,1.2785,3.6365,0.5535,1.2527,-0.2165,1.1213
YLR094C,-0.776,0.01,-0.13,-0.049,-0.367,0.141,-0.372,0.572
YGL189C,0.291,0.106,-1.371,-1.298,-1.773,-1.478,-0.379,-0.269
YER016W,0.084,0.536,-0.233,-0.1863,-0.304,-0.425,0.034,0.053
YHR149C,3.0705,1.7373,0.549,1.6365,0.248,1.5943,1.1605,-0.545
YPR144C,-1.347,-1.792,-4.441,-3.739,-4.211,-1.224,-0.758,-0.695
YER033C,1.574,2.073,3.264,2.109,1.383,1.703,0.715,0.644
YLR044C,0.468,0.053,0.698,-0.157,0.409,0.24,-0.022,-0.06
YHR139C,1.5785,1.169,1.11,5.5135,0.5935,-0.0805,0.2215,-0.178
YJR017C,-0.2245,-0.056,-0.0715,0.379,0.0235,0.0845,-0.226,-0.4945
YBL062W,-0.84,-0.362,-0.409,-0.329,-0.496,0.077,-0.155,-0.031
YLR299W,0.519,0.744,1.766,1.761,1.755,1.554,1.12,0.758
YCR040W,1.585,0.137,-0.646,1.348,-0.832,-0.329,-0.706,-1.315
YER174C,-0.62,-0.118,-0.454,-0.384,-0.897,-0.322,-0.642,-0.871
YOL152W,-0.213,0.05,0.476,0.484,0.418,-0.284,0.091,-0.166
YKL184W,0.19,0.023,0.166,-0.458,-0.429,-0.021,-0.275,-0.319
YIL046W,-0.545,-0.4285,-0.646,-0.654,-0.5765,-0.141,0.04,0.0235
YAL017W,0.439,0.767,1.1385,0.755,0.8495,0.7535,0.4455,0.482
YKL081W,0.1075,-0.442,-0.7955,0.739,-1.6545,-2.0805,-1.3975,-1.337
YMR280C,1.2845,0.513,0.654,2.223,-0.04,0.801,0.111,1.2559
YOR224C,-0.628,-1.572,-1.836,-0.651,-1.859,-1.195,-0.552,-0.797
YIR024C,0.128,1.016,0.5315,0.1325,0.686,0.3185,0.472,0.5695
YGL090W,-0.131,0.0,0.138,-0.103,0.126,0.103,0.192,0.247
YOR177C,1.649,1.39,0.922,1.075,0.6,0.348,1.127,1.284
YDL016C,-0.241,0.366,0.031,-0.914,-0.133,-0.519,-0.427,-0.477
YMR065W,-0.051,-0.52,-0.724,-0.248,-0.499,-1.211,-0.192,-0.451
YDR463W,-0.251,0.296,0.5,0.259,-0.281,0.396,0.142,-0.06
YDL060W,-1.161,-2.135,-2.485,-1.111,-1.469,-1.838,-0.854,-0.863
YER043C,0.067,-0.647,-1.073,-1.435,-1.519,-0.812,-0.46,-0.524
YKR044W,-1.09,-0.882,-1.037,1.807,-1.752,-0.382,-0.503,-0.589
YDR009W,0.694,0.824,0.931,0.602,0.09,0.6,-0.331,-0.367
YDR388W,0.903,1.04,1.751,1.444,1.886,1.615,1.218,0.919
YIR015W,0.97,0.479,0.7705,-0.0249,1.019,-1.9045,0.1865,-0.208
YEL062W,0.716,0.284,0.429,0.611,0.263,0.205,0.11,-0.174
YDL210W,2.424,1.585,0.385,1.639,1.379,-0.064,-0.204,-0.08
YNL298W,-0.094,-0.236,-0.21,-0.325,-0.536,-0.302,-0.595,-0.441
YML023C,-0.729,-1.017,-0.839,-0.748,-0.69,-0.693,-0.902,-0.559
YDR170C,0.681,-0.804,0.5835,0.161,0.315,0.5085,1.0825,0.7125
YDL002C,-0.059,-0.237,-0.322,0.252,0.156,-0.264,-0.877,0.459
YGR191W,-0.797,-1.701,-0.9195,1.0555,-1.0935,-0.4995,-0.467,-0.5415
YMR278W,0.801,0.947,1.671,2.586,1.749,0.773,1.035,1.111
YFL065C,-0.531,-0.688,-0.446,-0.749,-0.535,-0.027,-0.164,-0.338
YDR414C,-0.698,-0.94,-0.933,-1.372,-1.204,-1.023,-0.809,-0.694
YML101C,0.283,1.156,0.622,0.198,-0.022,-0.3,-0.215,-0.327
YBR047W,0.419,0.764,0.634,3.503,0.0,-0.218,0.084,-0.115
YHR123W,0.1335,0.48,0.8965,0.7185,0.6315,0.5935,0.3565,-0.0295
YBR269C,1.035,1.89,2.295,1.907,1.736,1.056,0.676,0.61
YFL003C,0.41,-0.022,0.0,0.367,-0.35,-0.392,-0.576,-0.331
YBL078C,1.672,2.875,2.604,2.8501,2.342,1.615,0.601,0.791
YLR047C,-0.076,-0.529,0.474,1.1306,0.07,0.284,-0.084,-0.138
YJR040W,-0.312,-0.349,0.6,4.9655,0.0135,-0.045,-0.086,-0.378
YLR116W,-0.48,0.058,0.522,-0.025,-0.4,0.348,-0.19,-0.518
YJR054W,-0.3625,-0.3415,1.3075,-0.7955,-0.91,-0.301,-0.0415,0.0045
YOL086C,0.664,1.22,1.232,1.077,1.066,0.339,0.237,0.03
YHR029C,0.3435,0.248,0.275,1.228,0.7785,-0.271,0.325,0.4115
YPL024W,1.413,1.064,0.451,0.937,0.668,-0.217,-0.127,-0.518
YNR012W,-1.097,-1.879,-2.643,-2.053,-2.495,-0.901,-0.176,-0.344
YEL011W,3.051,4.119,5.079,3.833,3.123,1.913,0.336,0.433
YOR111W,-0.207,0.811,0.192,0.638,0.135,0.272,-0.284,-0.263
YJL124C,-0.439,-0.4985,-0.9065,-0.465,-0.5545,-0.8815,-0.494,-0.281
YPL054W,2.064,2.401,2.358,1.739,1.607,0.708,0.619,-0.156
YER007W,0.504,-0.141,-0.369,4.129,-0.292,-0.261,0.151,0.164
YPL273W,-0.2125,-0.7835,-1.992,-2.0635,-2.2005,-1.1265,-0.6635,-0.499
YHR125W,0.559,-0.4095,-0.075,1.2865,-0.0455,-0.259,-0.0175,-0.445
YPL034W,0.248,0.892,0.0,3.87,0.44,0.492,0.901,0.765
YDR166C,1.7345,1.7745,1.0923,3.638,0.892,2.0135,1.0845,0.758
YGR106C,0.0865,0.281,-0.0835,-0.5,-0.6135,-0.4995,-0.159,-0.1725
YGR283C,-2.4195,-3.2055,-2.8315,1.3875,-2.1325,-1.041,-0.3565,-0.369
YGR234W,-0.0605,-0.76,-2.176,-2.9075,-2.892,-3.3305,-2.5795,-2.451
YNL037C,0.587,1.037,1.795,2.825,1.961,1.752,0.804,0.58
YPL206C,0.336,0.917,1.157,0.914,1.187,0.985,0.651,0.196
YFR003C,0.353,1.432,1.212,1.127,1.197,0.205,0.404,0.606
YIL154C,0.8373,1.626,1.5143,1.396,1.0817,0.826,0.1437,0.091
YPR149W,1.281,2.583,2.46,2.216,2.086,1.077,0.604,0.671
YGR100W,0.367,0.667,1.101,0.1556,0.678,0.921,0.188,-0.144
YGR223C,0.441,0.8995,0.8145,0.8575,0.624,-0.0885,0.272,0.283
YPL138C,-0.213,0.051,-0.431,1.147,-0.124,0.659,0.789,1.12
YOR038C,0.185,-0.302,-0.574,1.607,-0.469,-0.834,-0.186,-0.211
YER008C,0.1255,0.383,0.3257,3.7135,0.017,0.0845,-0.1915,-0.406
